transaction_amount,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,amount_deviation,amount_ratio,high_amount_flag,night_transaction,failed_transaction_ratio,actual_fraud,fraud_probability,risk_score,risk_level
71.71,17,20,87.79,0,1,-16.080000000000013,0.8168356304818315,0,0,0.05,0,0.015,1.5,Low Risk
79.19,11,10,165.3,0,2,-86.11000000000001,0.47906836055656377,0,0,0.2,0,0.015,1.5,Low Risk
45.8,8,18,74.23,0,2,-28.430000000000007,0.6170012124477973,0,0,0.1111111111111111,0,0.015,1.5,Low Risk
79.47,15,20,199.33,0,4,-119.86000000000001,0.39868559674910947,0,0,0.2,0,0.015,1.5,Low Risk
126.17,16,2,206.06,1,0,-79.89,0.612297389109968,0,0,0.0,0,0.015,1.5,Low Risk
109.23,23,33,199.17,0,1,-89.93999999999998,0.5484259677662299,0,1,0.030303030303030304,0,0.015,1.5,Low Risk
130.66,11,32,138.23,0,1,-7.569999999999993,0.9452362005353397,0,0,0.03125,0,0.015,1.5,Low Risk
49.46,7,17,35.07,1,1,14.39,1.4103222127174224,0,0,0.058823529411764705,0,0.015,1.5,Low Risk
116.17,21,19,81.22,0,3,34.95,1.4303127308544694,0,0,0.15789473684210525,0,0.015,1.5,Low Risk
135.39,7,39,338.75,0,2,-203.36,0.3996752767527675,0,0,0.05128205128205128,0,0.015,1.5,Low Risk
21.64,8,31,123.72,0,0,-102.08,0.17491108955706436,0,0,0.0,0,0.015,1.5,Low Risk
58.91,18,26,81.46,0,2,-22.549999999999997,0.7231770193960226,0,0,0.07692307692307693,0,0.015,1.5,Low Risk
64.14,3,31,73.13,0,1,-8.989999999999995,0.8770682346506222,0,1,0.03225806451612903,0,0.015,1.5,Low Risk
156.4,10,19,127.82,0,1,28.580000000000013,1.2235956814270068,0,0,0.05263157894736842,0,0.015,1.5,Low Risk
32.18,20,5,264.83,0,2,-232.64999999999998,0.12151191330287354,0,0,0.4,0,0.015,1.5,Low Risk
24.73,6,22,39.7,0,1,-14.970000000000002,0.6229219143576826,0,0,0.045454545454545456,0,0.015,1.5,Low Risk
129.96,16,25,285.16,0,3,-155.20000000000002,0.455744143638659,0,0,0.12,0,0.015,1.5,Low Risk
67.82,23,14,71.92,0,0,-4.1000000000000085,0.9429922135706339,0,1,0.0,0,0.015,1.5,Low Risk
237.77,8,6,212.62,0,1,25.150000000000006,1.1182861442949863,0,0,0.16666666666666666,0,0.015,1.5,Low Risk
116.33,23,16,182.71,0,2,-66.38000000000001,0.6366920256143616,0,1,0.125,0,0.015,1.5,Low Risk
48.38,1,42,67.82,0,0,-19.43999999999999,0.7133588911825421,0,1,0.0,0,0.015,1.5,Low Risk
66.45,22,21,94.56,0,1,-28.11,0.7027284263959391,0,0,0.047619047619047616,0,0.015,1.5,Low Risk
74.86,18,23,144.58,0,1,-69.72000000000001,0.5177756259510305,0,0,0.043478260869565216,0,0.015,1.5,Low Risk
132.95,8,21,63.42,0,1,69.52999999999999,2.096341847997477,1,0,0.047619047619047616,0,0.015,1.5,Low Risk
142.99,20,5,136.18,0,1,6.810000000000002,1.050007343222206,0,0,0.2,0,0.015,1.5,Low Risk
86.85,1,13,123.91,0,0,-37.06,0.7009119522233879,0,1,0.0,0,0.015,1.5,Low Risk
53.39,21,20,36.84,0,0,16.549999999999997,1.4492399565689467,0,0,0.0,0,0.015,1.5,Low Risk
39.27,14,27,162.55,0,0,-123.28,0.24158720393725008,0,0,0.0,0,0.015,1.5,Low Risk
75.94,4,19,238.87,0,2,-162.93,0.3179135094402813,0,1,0.10526315789473684,0,0.015,1.5,Low Risk
26.84,9,27,355.24,0,4,-328.40000000000003,0.0755545546672672,0,0,0.14814814814814814,0,0.015,1.5,Low Risk
82.81,0,17,67.24,0,2,15.570000000000007,1.2315585960737658,0,1,0.11764705882352941,0,0.015,1.5,Low Risk
74.18,1,23,37.08,0,3,37.10000000000001,2.000539374325782,1,1,0.13043478260869565,1,0.015,1.5,Low Risk
96.31,23,19,97.21,1,0,-0.8999999999999915,0.9907416932414361,0,1,0.0,0,0.015,1.5,Low Risk
247.83,12,12,178.65,0,1,69.18,1.3872376154492023,0,0,0.08333333333333333,0,0.015,1.5,Low Risk
155.78,3,16,66.5,0,2,89.28,2.342556390977444,1,1,0.125,0,0.015,1.5,Low Risk
69.3,1,26,192.87,1,1,-123.57000000000001,0.3593093793747083,0,1,0.038461538461538464,0,0.015,1.5,Low Risk
126.42,18,17,149.18,0,0,-22.760000000000005,0.8474326317200697,0,0,0.0,0,0.015,1.5,Low Risk
155.59,10,4,115.45,0,0,40.14,1.347682979644868,0,0,0.0,0,0.015,1.5,Low Risk
77.6,1,19,171.8,0,0,-94.20000000000002,0.4516880093131548,0,1,0.0,0,0.015,1.5,Low Risk
117.9,21,24,122.64,1,3,-4.739999999999995,0.9613502935420744,0,0,0.125,0,0.015,1.5,Low Risk
142.96,17,18,123.64,0,2,19.320000000000007,1.1562601099967649,0,0,0.1111111111111111,0,0.015,1.5,Low Risk
231.43,23,1,41.66,0,0,189.77,5.555208833413347,1,1,0.0,0,0.015,1.5,Low Risk
21.88,4,31,354.79,0,1,-332.91,0.061670283829871185,0,1,0.03225806451612903,0,0.015,1.5,Low Risk
218.58,14,27,22.92,1,1,195.66000000000003,9.536649214659686,1,0,0.037037037037037035,0,0.015,1.5,Low Risk
253.59,20,24,229.01,0,2,24.580000000000013,1.1073315575739051,0,0,0.08333333333333333,0,0.015,1.5,Low Risk
40.42,14,21,121.02,0,0,-80.6,0.33399438109403407,0,0,0.0,0,0.015,1.5,Low Risk
225.7,18,19,125.21,0,1,100.49,1.8025716795783084,0,0,0.05263157894736842,0,0.015,1.5,Low Risk
48.66,23,20,128.74,0,1,-80.08000000000001,0.3779711045518098,0,1,0.05,0,0.015,1.5,Low Risk
144.26,18,7,203.14,0,3,-58.879999999999995,0.7101506350300285,0,0,0.42857142857142855,0,0.015,1.5,Low Risk
49.98,16,25,199.27,1,0,-149.29000000000002,0.2508154764891855,0,0,0.0,0,0.015,1.5,Low Risk
25.59,20,19,214.27,0,5,-188.68,0.11942875810892799,0,0,0.2631578947368421,0,0.015,1.5,Low Risk
86.19,11,22,61.52,0,3,24.669999999999995,1.4010078023407022,0,0,0.13636363636363635,0,0.015,1.5,Low Risk
72.2,19,14,99.88,0,2,-27.679999999999993,0.722867440929115,0,0,0.14285714285714285,0,0.015,1.5,Low Risk
229.64,21,20,258.81,0,1,-29.170000000000016,0.8872918357095938,0,0,0.05,0,0.015,1.5,Low Risk
98.76,4,42,111.22,0,5,-12.459999999999994,0.887969789606186,0,1,0.11904761904761904,0,0.015,1.5,Low Risk
68.37,23,8,109.49,0,1,-41.11999999999999,0.6244405881815691,0,1,0.125,0,0.015,1.5,Low Risk
93.6,10,12,80.23,0,1,13.36999999999999,1.1666458930574597,0,0,0.08333333333333333,0,0.015,1.5,Low Risk
71.81,2,32,176.42,1,2,-104.60999999999999,0.4070400181385331,0,1,0.0625,0,0.015,1.5,Low Risk
192.52,0,27,87.05,0,2,105.47000000000001,2.211602527283171,1,1,0.07407407407407407,0,0.015,1.5,Low Risk
55.94,22,12,120.25,0,0,-64.31,0.4651975051975052,0,0,0.0,0,0.015,1.5,Low Risk
377.52,17,26,120.61,0,0,256.90999999999997,3.1300887156952157,1,0,0.0,0,0.015,1.5,Low Risk
132.07,12,29,140.5,0,1,-8.430000000000007,0.94,0,0,0.034482758620689655,0,0.015,1.5,Low Risk
97.68,13,29,56.88,0,1,40.800000000000004,1.7172995780590719,0,0,0.034482758620689655,0,0.015,1.5,Low Risk
73.61,9,22,167.98,0,1,-94.36999999999999,0.43820692939635675,0,0,0.045454545454545456,0,0.015,1.5,Low Risk
50.6,23,10,109.69,1,5,-59.089999999999996,0.461300027349804,0,1,0.5,0,0.015,1.5,Low Risk
222.26,4,31,159.14,0,1,63.120000000000005,1.3966318964433833,0,1,0.03225806451612903,0,0.015,1.5,Low Risk
64.96,14,28,203.67,0,3,-138.70999999999998,0.31894731673786025,0,0,0.10714285714285714,0,0.015,1.5,Low Risk
108.46,22,11,230.88,0,2,-122.42,0.4697678447678448,0,0,0.18181818181818182,0,0.015,1.5,Low Risk
107.51,4,7,44.05,1,2,63.46000000000001,2.440635641316686,1,1,0.2857142857142857,0,0.015,1.5,Low Risk
209.44,11,26,288.82,0,1,-79.38,0.7251575375666505,0,0,0.038461538461538464,0,0.015,1.5,Low Risk
42.88,8,1,236.56,1,1,-193.68,0.181264795400744,0,0,1.0,0,0.015,1.5,Low Risk
65.4,12,37,298.0,0,3,-232.6,0.21946308724832217,0,0,0.08108108108108109,0,0.015,1.5,Low Risk
235.05,4,18,67.02,0,0,168.03000000000003,3.5071620411817372,1,1,0.0,0,0.015,1.5,Low Risk
300.7,11,27,302.24,0,4,-1.5400000000000205,0.9949047114875594,0,0,0.14814814814814814,0,0.015,1.5,Low Risk
27.51,8,6,143.24,0,1,-115.73,0.19205529181792796,0,0,0.16666666666666666,0,0.015,1.5,Low Risk
131.94,9,1,300.08,0,1,-168.14,0.439682751266329,0,0,1.0,0,0.015,1.5,Low Risk
222.39,13,11,368.8,0,3,-146.41000000000003,0.6030097613882863,0,0,0.2727272727272727,0,0.015,1.5,Low Risk
76.8,13,16,168.42,0,5,-91.61999999999999,0.45600285001781266,0,0,0.3125,0,0.015,1.5,Low Risk
184.77,3,18,84.41,0,1,100.36000000000001,2.1889586541878927,1,1,0.05555555555555555,0,0.015,1.5,Low Risk
22.41,8,17,261.71,1,1,-239.29999999999998,0.08562913148141073,0,0,0.058823529411764705,0,0.015,1.5,Low Risk
21.43,5,19,76.66,0,2,-55.23,0.27954604748238976,0,1,0.10526315789473684,0,0.015,1.5,Low Risk
89.33,7,12,161.95,0,2,-72.61999999999999,0.5515899969126273,0,0,0.16666666666666666,0,0.01,1.0,Low Risk
64.84,16,20,85.5,0,0,-20.659999999999997,0.7583625730994152,0,0,0.0,0,0.01,1.0,Low Risk
130.54,23,20,193.63,0,0,-63.09,0.674172390641946,0,1,0.0,0,0.01,1.0,Low Risk
45.25,18,12,117.09,0,3,-71.84,0.38645486377999827,0,0,0.25,0,0.01,1.0,Low Risk
36.34,2,15,149.35,1,1,-113.00999999999999,0.24332105791764316,0,1,0.06666666666666667,0,0.01,1.0,Low Risk
57.69,10,7,280.64,0,1,-222.95,0.2055658494868871,0,0,0.14285714285714285,0,0.01,1.0,Low Risk
64.73,17,11,86.08,1,1,-21.349999999999994,0.7519749070631971,0,0,0.09090909090909091,0,0.01,1.0,Low Risk
49.78,7,31,162.36,0,0,-112.58000000000001,0.30660261148066026,0,0,0.0,0,0.01,1.0,Low Risk
42.13,9,25,138.28,0,1,-96.15,0.3046716806479607,0,0,0.04,0,0.01,1.0,Low Risk
70.6,19,13,67.53,0,1,3.069999999999993,1.045461276469717,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
219.85,14,21,96.23,0,2,123.61999999999999,2.2846305725865115,1,0,0.09523809523809523,0,0.01,1.0,Low Risk
57.54,14,28,36.07,0,2,21.47,1.5952314943166066,0,0,0.07142857142857142,0,0.01,1.0,Low Risk
91.29,2,17,66.53,0,2,24.760000000000005,1.3721629340147303,0,1,0.11764705882352941,0,0.01,1.0,Low Risk
70.97,19,10,68.89,0,4,2.0799999999999983,1.0301930614022354,0,0,0.4,0,0.01,1.0,Low Risk
416.37,16,3,165.77,0,0,250.6,2.51173312420824,1,0,0.0,0,0.01,1.0,Low Risk
182.1,17,41,97.81,0,1,84.28999999999999,1.861772824864533,0,0,0.024390243902439025,0,0.01,1.0,Low Risk
177.02,20,36,185.18,0,1,-8.159999999999997,0.9559347661734529,0,0,0.027777777777777776,0,0.01,1.0,Low Risk
132.73,0,20,126.31,0,2,6.4199999999999875,1.0508273295859392,0,1,0.1,0,0.01,1.0,Low Risk
206.64,14,37,464.0,0,3,-257.36,0.44534482758620686,0,0,0.08108108108108109,0,0.01,1.0,Low Risk
86.5,13,32,138.63,1,0,-52.129999999999995,0.623963067157181,0,0,0.0,0,0.01,1.0,Low Risk
40.86,3,17,105.17,0,2,-64.31,0.38851383474374823,0,1,0.11764705882352941,0,0.01,1.0,Low Risk
131.51,17,19,404.45,0,4,-272.94,0.32515762146124366,0,0,0.21052631578947367,0,0.01,1.0,Low Risk
74.69,18,25,140.58,0,2,-65.89000000000001,0.531298904538341,0,0,0.08,0,0.01,1.0,Low Risk
57.14,1,33,92.78,0,0,-35.64,0.6158654882517784,0,1,0.0,0,0.01,1.0,Low Risk
90.51,1,18,86.57,0,0,3.940000000000012,1.0455123021832045,0,1,0.0,0,0.01,1.0,Low Risk
59.5,2,31,141.8,0,2,-82.30000000000001,0.4196050775740479,0,1,0.06451612903225806,0,0.01,1.0,Low Risk
152.13,11,22,308.02,0,5,-155.89,0.493896500227258,0,0,0.22727272727272727,0,0.01,1.0,Low Risk
222.02,17,26,225.89,0,2,-3.869999999999976,0.9828677674974546,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
82.34,8,13,82.59,0,1,-0.25,0.9969729991524398,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
63.23,22,28,64.76,0,2,-1.5300000000000082,0.9763743051266213,0,0,0.07142857142857142,0,0.01,1.0,Low Risk
89.26,4,21,55.23,0,2,34.03000000000001,1.6161506427666126,0,1,0.09523809523809523,0,0.01,1.0,Low Risk
79.42,22,16,34.56,0,2,44.86,2.2980324074074074,1,0,0.125,0,0.01,1.0,Low Risk
31.26,23,14,95.72,0,0,-64.46,0.3265775177601337,0,1,0.0,0,0.01,1.0,Low Risk
103.38,23,8,84.18,0,1,19.19999999999999,1.2280826799714895,0,1,0.125,0,0.01,1.0,Low Risk
141.01,23,13,113.16,0,3,27.849999999999994,1.2461117002474371,0,1,0.23076923076923078,0,0.01,1.0,Low Risk
129.44,13,1,72.01,0,1,57.42999999999999,1.7975281210942924,0,0,1.0,0,0.01,1.0,Low Risk
116.71,4,31,38.71,0,0,78.0,3.0149832084732626,1,1,0.0,0,0.01,1.0,Low Risk
76.29,3,8,356.61,0,3,-280.32,0.21393118532851016,0,1,0.375,0,0.01,1.0,Low Risk
135.67,15,17,87.54,0,0,48.12999999999998,1.5498058030614574,0,0,0.0,0,0.01,1.0,Low Risk
381.77,8,31,151.88,0,1,229.89,2.513629180932315,1,0,0.03225806451612903,0,0.01,1.0,Low Risk
64.38,2,17,84.6,0,1,-20.22,0.7609929078014185,0,1,0.058823529411764705,0,0.01,1.0,Low Risk
33.99,22,18,84.14,1,2,-50.15,0.4039695745186594,0,0,0.1111111111111111,0,0.01,1.0,Low Risk
150.73,18,13,100.18,0,1,50.54999999999998,1.5045917348772209,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
178.26,16,14,73.63,0,2,104.63,2.4210240391144913,1,0,0.14285714285714285,0,0.01,1.0,Low Risk
86.12,12,45,118.63,0,3,-32.50999999999999,0.7259546489083706,0,0,0.06666666666666667,0,0.01,1.0,Low Risk
34.18,18,36,98.35,1,1,-64.16999999999999,0.34753431621759023,0,0,0.027777777777777776,0,0.01,1.0,Low Risk
124.52,7,27,83.84,1,2,40.67999999999999,1.485209923664122,0,0,0.07407407407407407,0,0.01,1.0,Low Risk
29.06,21,6,103.71,1,1,-74.64999999999999,0.2802044161604474,0,0,0.16666666666666666,0,0.01,1.0,Low Risk
449.41,19,27,253.67,0,1,195.74000000000004,1.771632435841842,0,0,0.037037037037037035,0,0.01,1.0,Low Risk
124.25,17,9,59.33,0,2,64.92,2.094218776335749,1,0,0.2222222222222222,1,0.01,1.0,Low Risk
248.77,1,19,69.19,0,1,179.58,3.5954617719323605,1,1,0.05263157894736842,0,0.01,1.0,Low Risk
70.96,16,11,141.43,0,1,-70.47000000000001,0.5017323057342854,0,0,0.09090909090909091,0,0.01,1.0,Low Risk
97.52,21,39,127.52,0,3,-30.0,0.7647427854454203,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
101.15,5,4,91.45,0,1,9.700000000000003,1.106068890103882,0,1,0.25,0,0.01,1.0,Low Risk
250.63,16,32,38.82,0,0,211.81,6.456208140133952,1,0,0.0,0,0.01,1.0,Low Risk
311.92,11,30,105.53,0,2,206.39000000000001,2.9557471808964277,1,0,0.06666666666666667,0,0.01,1.0,Low Risk
434.85,5,20,53.8,0,2,381.05,8.082713754646841,1,1,0.1,0,0.01,1.0,Low Risk
232.21,6,15,68.1,0,2,164.11,3.409838472834068,1,0,0.13333333333333333,0,0.01,1.0,Low Risk
103.01,6,26,67.63,0,7,35.38000000000001,1.5231406180689044,0,0,0.2692307692307692,0,0.01,1.0,Low Risk
180.43,20,32,163.88,0,1,16.55000000000001,1.1009885281913596,0,0,0.03125,0,0.01,1.0,Low Risk
54.95,16,14,55.18,0,2,-0.22999999999999687,0.9958318231243205,0,0,0.14285714285714285,0,0.01,1.0,Low Risk
63.41,11,11,212.89,0,3,-149.48,0.2978533514960778,0,0,0.2727272727272727,0,0.01,1.0,Low Risk
128.4,10,14,172.65,0,1,-44.25,0.7437011294526499,0,0,0.07142857142857142,0,0.01,1.0,Low Risk
150.47,4,28,139.61,0,0,10.859999999999985,1.077788124059881,0,1,0.0,0,0.01,1.0,Low Risk
98.46,16,11,93.24,0,4,5.219999999999999,1.055984555984556,0,0,0.36363636363636365,0,0.01,1.0,Low Risk
36.73,11,19,99.12,0,0,-62.39000000000001,0.3705609362389023,0,0,0.0,0,0.01,1.0,Low Risk
243.98,18,11,357.67,0,0,-113.69000000000003,0.6821371655436576,0,0,0.0,0,0.01,1.0,Low Risk
59.44,4,8,44.96,0,1,14.479999999999997,1.3220640569395017,0,1,0.125,0,0.01,1.0,Low Risk
159.98,3,27,96.06,0,3,63.91999999999999,1.6654174474286902,0,1,0.1111111111111111,0,0.01,1.0,Low Risk
150.66,18,28,220.61,0,0,-69.95000000000002,0.682924618104347,0,0,0.0,0,0.01,1.0,Low Risk
67.87,22,1,71.48,1,1,-3.6099999999999994,0.9494963626189143,0,0,1.0,0,0.01,1.0,Low Risk
73.12,2,15,189.51,0,3,-116.38999999999999,0.3858371589889716,0,1,0.2,1,0.01,1.0,Low Risk
149.15,17,31,160.46,1,3,-11.310000000000002,0.9295151439611118,0,0,0.0967741935483871,0,0.01,1.0,Low Risk
281.89,1,16,77.63,0,2,204.26,3.631199278629396,1,1,0.125,0,0.01,1.0,Low Risk
70.53,4,18,78.79,0,2,-8.260000000000005,0.8951643609595126,0,1,0.1111111111111111,0,0.01,1.0,Low Risk
152.81,5,27,213.91,0,2,-61.099999999999994,0.7143658547987471,0,1,0.07407407407407407,0,0.01,1.0,Low Risk
276.62,12,16,88.09,0,0,188.53,3.1401975252582583,1,0,0.0,0,0.01,1.0,Low Risk
88.26,4,32,174.06,0,0,-85.8,0.5070665287831783,0,1,0.0,0,0.01,1.0,Low Risk
128.1,19,27,190.53,0,0,-62.43000000000001,0.6723350653440403,0,0,0.0,0,0.01,1.0,Low Risk
131.55,5,15,128.18,0,2,3.3700000000000045,1.026291153066001,0,1,0.13333333333333333,0,0.01,1.0,Low Risk
287.22,16,26,90.2,0,1,197.02000000000004,3.184257206208426,1,0,0.038461538461538464,0,0.01,1.0,Low Risk
96.96,15,1,107.08,0,1,-10.120000000000005,0.9054912215166231,0,0,1.0,0,0.01,1.0,Low Risk
119.81,9,17,133.85,0,1,-14.039999999999992,0.8951064624579754,0,0,0.058823529411764705,0,0.01,1.0,Low Risk
94.51,17,28,101.42,1,5,-6.909999999999997,0.9318674817590219,0,0,0.17857142857142858,0,0.01,1.0,Low Risk
109.64,16,23,67.1,1,1,42.540000000000006,1.63397913561848,0,0,0.043478260869565216,0,0.01,1.0,Low Risk
40.63,9,13,97.5,0,4,-56.87,0.41671794871794876,0,0,0.3076923076923077,0,0.01,1.0,Low Risk
59.78,21,34,127.38,0,1,-67.6,0.46930444339770766,0,0,0.029411764705882353,0,0.01,1.0,Low Risk
56.01,11,14,124.03,0,3,-68.02000000000001,0.4515842941223897,0,0,0.21428571428571427,0,0.01,1.0,Low Risk
159.43,17,10,33.79,0,0,125.64000000000001,4.718259840189406,1,0,0.0,1,0.01,1.0,Low Risk
25.02,14,27,31.85,0,1,-6.830000000000002,0.785557299843014,0,0,0.037037037037037035,0,0.01,1.0,Low Risk
57.92,7,7,231.76,0,3,-173.83999999999997,0.2499137038315499,0,0,0.42857142857142855,0,0.01,1.0,Low Risk
77.52,12,24,22.76,0,3,54.75999999999999,3.4059753954305796,1,0,0.125,0,0.01,1.0,Low Risk
46.42,21,23,53.63,0,1,-7.210000000000001,0.8655603207160172,0,0,0.043478260869565216,0,0.01,1.0,Low Risk
22.35,3,33,121.26,0,0,-98.91,0.1843146956952004,0,1,0.0,0,0.01,1.0,Low Risk
239.99,11,14,219.53,0,0,20.460000000000008,1.0931991071835285,0,0,0.0,0,0.01,1.0,Low Risk
243.51,3,13,163.28,0,0,80.22999999999999,1.4913645271925526,0,1,0.0,0,0.01,1.0,Low Risk
232.08,21,18,114.34,0,2,117.74000000000001,2.029735875459157,1,0,0.1111111111111111,0,0.01,1.0,Low Risk
105.67,19,31,220.86,0,3,-115.19000000000001,0.47844788553835005,0,0,0.0967741935483871,0,0.01,1.0,Low Risk
41.46,6,9,103.05,1,3,-61.589999999999996,0.4023289665211063,0,0,0.3333333333333333,0,0.01,1.0,Low Risk
59.01,4,15,43.92,1,3,15.089999999999996,1.3435792349726774,0,1,0.2,0,0.01,1.0,Low Risk
47.58,3,16,49.01,0,2,-1.4299999999999997,0.9708222811671088,0,1,0.125,0,0.01,1.0,Low Risk
80.25,6,15,42.96,0,2,37.29,1.8680167597765363,0,0,0.13333333333333333,0,0.01,1.0,Low Risk
53.69,20,21,98.97,0,1,-45.28,0.5424876225118722,0,0,0.047619047619047616,0,0.01,1.0,Low Risk
289.42,7,14,327.03,0,1,-37.60999999999996,0.8849952603736662,0,0,0.07142857142857142,0,0.01,1.0,Low Risk
117.07,7,15,87.42,0,1,29.64999999999999,1.339167238618165,0,0,0.06666666666666667,0,0.01,1.0,Low Risk
164.12,4,24,33.9,0,2,130.22,4.8412979351032455,1,1,0.08333333333333333,0,0.01,1.0,Low Risk
72.99,1,1,520.21,0,1,-447.22,0.1403087214778647,0,1,1.0,0,0.01,1.0,Low Risk
60.23,9,32,70.41,0,3,-10.18,0.8554182644510723,0,0,0.09375,0,0.01,1.0,Low Risk
224.44,8,21,139.06,0,2,85.38,1.6139795771609378,0,0,0.09523809523809523,0,0.01,1.0,Low Risk
74.36,11,40,106.16,0,5,-31.799999999999997,0.7004521477015825,0,0,0.125,0,0.01,1.0,Low Risk
59.71,5,6,209.49,0,2,-149.78,0.28502553821184784,0,1,0.3333333333333333,0,0.01,1.0,Low Risk
98.22,0,20,42.44,0,0,55.78,2.314326107445806,1,1,0.0,0,0.01,1.0,Low Risk
167.0,18,9,29.76,0,0,137.24,5.611559139784946,1,0,0.0,0,0.01,1.0,Low Risk
125.12,5,30,83.73,0,1,41.39,1.4943270034635137,0,1,0.03333333333333333,0,0.01,1.0,Low Risk
152.7,10,39,112.18,0,2,40.51999999999998,1.3612052059190585,0,0,0.05128205128205128,0,0.01,1.0,Low Risk
30.17,0,1,242.53,0,2,-212.36,0.12439698181668248,0,1,2.0,0,0.01,1.0,Low Risk
52.89,13,19,198.11,1,1,-145.22000000000003,0.26697289384685274,0,0,0.05263157894736842,0,0.01,1.0,Low Risk
129.44,20,7,100.37,1,3,29.069999999999993,1.2896283750124538,0,0,0.42857142857142855,0,0.01,1.0,Low Risk
164.95,7,15,151.76,0,1,13.189999999999998,1.0869135477069056,0,0,0.06666666666666667,0,0.01,1.0,Low Risk
125.78,18,9,266.68,0,2,-140.9,0.4716514174291285,0,0,0.2222222222222222,0,0.01,1.0,Low Risk
36.35,9,34,241.93,0,3,-205.58,0.15025007233497292,0,0,0.08823529411764706,0,0.01,1.0,Low Risk
149.08,10,22,145.66,0,1,3.420000000000016,1.0234793354386928,0,0,0.045454545454545456,0,0.01,1.0,Low Risk
83.62,18,23,110.29,0,1,-26.67,0.7581829721642941,0,0,0.043478260869565216,0,0.01,1.0,Low Risk
317.22,18,19,44.63,0,2,272.59000000000003,7.107775039211293,1,0,0.10526315789473684,0,0.01,1.0,Low Risk
195.01,15,18,121.61,0,1,73.39999999999999,1.6035687854617218,0,0,0.05555555555555555,0,0.01,1.0,Low Risk
121.32,8,17,39.14,0,2,82.17999999999999,3.099642309657639,1,0,0.11764705882352941,0,0.01,1.0,Low Risk
157.85,10,21,147.93,0,4,9.919999999999987,1.0670587440005408,0,0,0.19047619047619047,0,0.01,1.0,Low Risk
14.83,10,40,124.11,0,1,-109.28,0.11949077431310934,0,0,0.025,0,0.01,1.0,Low Risk
127.52,7,14,140.02,0,1,-12.500000000000014,0.9107270389944293,0,0,0.07142857142857142,0,0.01,1.0,Low Risk
108.3,8,14,76.84,0,5,31.459999999999994,1.4094221759500258,0,0,0.35714285714285715,0,0.01,1.0,Low Risk
75.05,17,21,125.16,0,1,-50.11,0.5996324704378395,0,0,0.047619047619047616,0,0.01,1.0,Low Risk
65.61,16,16,33.6,0,2,32.01,1.9526785714285713,0,0,0.125,0,0.01,1.0,Low Risk
106.67,20,2,118.09,0,1,-11.420000000000002,0.9032940977220764,0,0,0.5,0,0.01,1.0,Low Risk
78.54,19,35,87.46,0,2,-8.919999999999987,0.8980105190944433,0,0,0.05714285714285714,0,0.01,1.0,Low Risk
110.96,4,5,351.73,0,1,-240.77000000000004,0.31546925198305514,0,1,0.2,0,0.01,1.0,Low Risk
136.79,11,28,476.72,0,1,-339.93000000000006,0.28693992280583985,0,0,0.03571428571428571,0,0.01,1.0,Low Risk
39.01,13,17,145.61,1,0,-106.60000000000002,0.26790742394066336,0,0,0.0,1,0.01,1.0,Low Risk
204.98,17,43,202.09,0,2,2.8899999999999864,1.0143005591568113,0,0,0.046511627906976744,0,0.01,1.0,Low Risk
141.79,9,28,78.66,0,3,63.129999999999995,1.8025680142384948,0,0,0.10714285714285714,0,0.01,1.0,Low Risk
110.08,5,6,122.33,0,1,-12.25,0.8998610316357394,0,1,0.16666666666666666,0,0.01,1.0,Low Risk
232.3,18,35,29.51,0,1,202.79000000000002,7.871907827854964,1,0,0.02857142857142857,0,0.01,1.0,Low Risk
185.81,22,20,97.35,0,1,88.46000000000001,1.9086800205444274,0,0,0.05,0,0.01,1.0,Low Risk
47.22,7,13,48.9,1,1,-1.6799999999999997,0.9656441717791411,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
131.36,19,17,66.74,0,1,64.62000000000002,1.9682349415642797,0,0,0.058823529411764705,0,0.01,1.0,Low Risk
80.9,19,20,100.06,1,2,-19.159999999999997,0.8085148910653608,0,0,0.1,0,0.01,1.0,Low Risk
114.12,23,28,35.85,0,2,78.27000000000001,3.1832635983263597,1,1,0.07142857142857142,0,0.01,1.0,Low Risk
15.54,8,16,93.31,0,0,-77.77000000000001,0.1665416354088522,0,0,0.0,0,0.01,1.0,Low Risk
240.36,5,36,193.92,0,1,46.440000000000026,1.239480198019802,0,1,0.027777777777777776,0,0.01,1.0,Low Risk
111.39,3,14,155.45,0,0,-44.05999999999999,0.7165648118366035,0,1,0.0,0,0.01,1.0,Low Risk
116.96,14,34,226.25,1,2,-109.29,0.5169502762430939,0,0,0.058823529411764705,1,0.01,1.0,Low Risk
100.14,18,24,111.04,0,2,-10.900000000000006,0.9018371757925071,0,0,0.08333333333333333,0,0.01,1.0,Low Risk
85.97,13,13,95.73,0,1,-9.760000000000005,0.898046589365925,0,0,0.07692307692307693,0,0.01,1.0,Low Risk
141.01,11,22,262.85,0,0,-121.84000000000003,0.5364656648278485,0,0,0.0,0,0.01,1.0,Low Risk
24.78,2,12,171.78,0,0,-147.0,0.14425427872860636,0,1,0.0,0,0.01,1.0,Low Risk
